year,rank,name,first_clean,middle,last,firstlast,gender_guess
2022,DCM,Acting DCM Michael,Acting,DCM,Michael,Acting Michael,unknown
2022,PAO,Rachel Mikeska,Rachel,,Mikeska,Rachel Mikeska,female
2022,GSO,Dimitry Medvedev,Dimitry,,Medvedev,Dimitry Medvedev,unknown
2022,RSO,Wilbert Vaughn,Wilbert,,Vaughn,Wilbert Vaughn,male
2022,CLO,Rana Elgamiel,Rana,,Elgamiel,Rana Elgamiel,female
2022,FMO,Rolando Alarcon,Rolando,,Alarcon,Rolando Alarcon,male
2022,IMO,James W Gallup,James,W,Gallup,James Gallup,male
2022,IPO,Chickelle Woody,Chickelle,,Woody,Chickelle Woody,unknown
2022,ISSO,Chickelle Woody,Chickelle,,Woody,Chickelle Woody,unknown
2022,SILVA,HRO,HRO,,,HRO ,unknown
2022,GSO,Greg ANGLIN POSHO,Greg,ANGLIN,POSHO,Greg POSHO,male
2022,AMB OMS,George Baciu,George,,Baciu,George Baciu,male
2022,CG OMS,Daniela Ionescu,Daniela,,Ionescu,Daniela Ionescu,female
2022,ECON DEP,Jessup Taylor,Jessup,,Taylor,Jessup Taylor,unknown
2022,FM,Jason Henning,Jason,,Henning,Jason Henning,male
2022,HRO,Aaron Burge,Aaron,,Burge,Aaron Burge,male
2022,LEGAT,Monika Wasiewicz,Monika,,Wasiewicz,Monika Wasiewicz,female
2022,MGT,Brian Randall,Brian,,Randall,Brian Randall,male
2022,POL DEP,Paloma Gonzalez,Paloma,,Gonzalez,Paloma Gonzalez,female
2022,POSHO,Brian Randall,Brian,,Randall,Brian Randall,male
2022,COL,Keith Derbenwick,Keith,,Derbenwick,Keith Derbenwick,male
2022,CG,John Gimbel,John,,Gimbel,John Gimbel,male
2022,DCM,Acting DCM Shane Dixon,Acting,DCM Shane,Dixon,Acting Dixon,unknown
2022,PAO,Tim Gerhardson,Tim,,Gerhardson,Tim Gerhardson,male
2022,GSO,Ravindra Srivastava,Ravindra,,Srivastava,Ravindra Srivastava,unknown
2022,RSO,Chris Lapoint,Chris,,Lapoint,Chris Lapoint,mostly_male
2022,CLO,Susan Trabandt,Susan,,Trabandt,Susan Trabandt,female
2022,DEA,Craig Varnes,Craig,,Varnes,Craig Varnes,male
2022,ECON,Carolina Hidea,Carolina,,Hidea,Carolina Hidea,female
2022,EST,Richard Ferrell,Richard,,Ferrell,Richard Ferrell,male
2022,IMO,Joshua Kase,Joshua,,Kase,Joshua Kase,male
2022,IPO,Bryan Carroll,Bryan,,Carroll,Bryan Carroll,male
2022,ISO,Nathan McDaniel,Nathan,,McDaniel,Nathan McDaniel,male
2022,ISSO,Nathan McDaniel,Nathan,,McDaniel,Nathan McDaniel,male
2022,POL,Traver Gudie,Traver,,Gudie,Traver Gudie,unknown
2022,DCM OMS,Casey Smith,Casey,,Smith,Casey Smith,andy
2022,ACS,Paul Mastin,Paul,,Mastin,Paul Mastin,male
2022,AMB OMS,Lynn McAllister,Lynn,,McAllister,Lynn McAllister,mostly_female
2022,FM,Akram Elfeki,Akram,,Elfeki,Akram Elfeki,male
2022,HRO,vacant,vacant,,,vacant ,unknown
2022,LEGAT,Lance Ashworth,Lance,,Ashworth,Lance Ashworth,male
2022,MGT,Andrea Gastaldo,Andrea,,Gastaldo,Andrea Gastaldo,female
2022,POSHO,Akram Elfeki,Akram,,Elfeki,Akram Elfeki,male
2022,MG,Aaron Drake,Aaron,,Drake,Aaron Drake,male
2022,CON,Aaron Luster,Aaron,,Luster,Aaron Luster,male
2022,DCM,Elizabeth Rood,Elizabeth,,Rood,Elizabeth Rood,female
2022,PAO,Jennifer Palmer,Jennifer,,Palmer,Jennifer Palmer,female
2022,RSO,Thomas Murray,Thomas,,Murray,Thomas Murray,male
2022,UNCLASSIFIED,CLO,CLO,,,CLO ,unknown
2022,CLO,Victoria Shapiro,Victoria,,Shapiro,Victoria Shapiro,female
2022,EST,vacant,vacant,,,vacant ,unknown
2022,FAA,vacant,vacant,,,vacant ,unknown
2022,FMO JC,Windham,Windham,,,Windham ,unknown
2022,JC,Windham,Windham,,,Windham ,unknown
2022,CA,Justin Cedroni,Justin,,Cedroni,Justin Cedroni,male
2022,MGT,Douglas Rose,Douglas,,Rose,Douglas Rose,male
2022,POSHO,Douglas Rose,Douglas,,Rose,Douglas Rose,male
2022,CG,Louis Crishock,Louis,,Crishock,Louis Crishock,male
2022,CON,Tracey Thornton,Tracey,,Thornton,Tracey Thornton,mostly_female
2022,PAO,Erin Concors,Erin,,Concors,Erin Concors,mostly_female
2022,RSO,Alice Lookofsky,Alice,,Lookofsky,Alice Lookofsky,female
2022,CG,Amy Storrow,Amy,,Storrow,Amy Storrow,female
2022,RSO,Anthony Groh,Anthony,,Groh,Anthony Groh,male
2022,ISO,Matthew Sacks,Matthew,,Sacks,Matthew Sacks,male
2022,DCM OMS,Tina Hudson,Tina,,Hudson,Tina Hudson,female
2022,ALT DIR,Vacant,Vacant,,,Vacant ,unknown
2022,CDC,Thierry Roels,Thierry,,Roels,Thierry Roels,male
2022,FM,Reid Deaver,Reid,,Deaver,Reid Deaver,male
2022,HHS,Thierry Roels,Thierry,,Roels,Thierry Roels,male
2022,MGT,Marcus Falion,Marcus,,Falion,Marcus Falion,male
2022,MAJ,Joshua Hudson,Joshua,,Hudson,Joshua Hudson,male
2022,POSHO,Reid Deaver,Reid,,Deaver,Reid Deaver,male
2022,COL,Paul Milas,Paul,,Milas,Paul Milas,male
2022,CON,Daniel Cullop,Daniel,,Cullop,Daniel Cullop,male
2022,PAO,Kimberly Strollo,Kimberly,,Strollo,Kimberly Strollo,mostly_female
2022,GSO,Nicole Shire,Nicole,,Shire,Nicole Shire,female
2022,RSO,Paul Higgins,Paul,,Higgins,Paul Higgins,male
2022,AFSA,Benjamin Lawrence,Benjamin,,Lawrence,Benjamin Lawrence,male
2022,AID,Jonathan Kamin,Jonathan,,Kamin,Jonathan Kamin,male
2022,CLO,Jennifer Yost,Jennifer,,Yost,Jennifer Yost,female
2022,ECON,David Schneider,David,,Schneider,David Schneider,male
2022,EEO,Elizabeth Stromme,Elizabeth,,Stromme,Elizabeth Stromme,female
2022,FMO,Sarah Ashby,Sarah,,Ashby,Sarah Ashby,female
2022,IMO,Kim Elliott,Kim,,Elliott,Kim Elliott,mostly_female
2022,IPO,Kim Elliott,Kim,,Elliott,Kim Elliott,mostly_female
2022,ISO,Chris Whitman,Chris,,Whitman,Chris Whitman,mostly_male
2022,POL,Damian Stafford,Damian,,Stafford,Damian Stafford,male
2022,CON,Acting DCM Mark Hitchcock,Acting,DCM Mark,Hitchcock,Acting Hitchcock,unknown
2022,DCM,Noriko Horiuchi,Noriko,,Horiuchi,Noriko Horiuchi,female
2022,GSO,Christopher D Pritchett,Christopher,D,Pritchett,Christopher Pritchett,male
2022,ECON,Mark Hitchcock,Mark,,Hitchcock,Mark Hitchcock,male
2022,FMO,Charles Goodman,Charles,,Goodman,Charles Goodman,male
2022,IMO,David Thelen,David,,Thelen,David Thelen,male
2022,ISSO,Jonathan Yoo,Jonathan,,Yoo,Jonathan Yoo,male
2022,POL,Mark Hitchcock,Mark,,Hitchcock,Mark Hitchcock,male
2022,THOMAS STRAUSS,HRO,HRO,,,HRO ,unknown
2022,JESSICA MOSNIK,IBB,IBB,,,IBB ,unknown
2022,JULIE NENON,FMO,FMO,,,FMO ,unknown
2022,SEAN MCLEOD,IMO,IMO,,,IMO ,unknown
2022,ISSO DARRIN,BROW,BROW,,,BROW ,unknown
2022,DCM OMS,Brenda Santiago,Brenda,,Santiago,Brenda Santiago,female
2022,ACS,Austin Westenhofer,Austin,,Westenhofer,Austin Westenhofer,male
2022,AMB OMS,Brenda Santiago,Brenda,,Santiago,Brenda Santiago,female
2022,ECON DEP,Katherine Ortiz,Katherine,,Ortiz,Katherine Ortiz,female
2022,FCS,James Golsen,James,,Golsen,James Golsen,male
2022,HRO,Dinka Masic,Dinka,,Masic,Dinka Masic,female
2022,LEGAT,Richard Ryan,Richard,,Ryan,Richard Ryan,male
2022,MGT,Natalie Cropper,Natalie,,Cropper,Natalie Cropper,female
2022,POL DEP,Adam Zerbinopoulos,Adam,,Zerbinopoulos,Adam Zerbinopoulos,male
2022,MG,Thomas Crimmins,Thomas,,Crimmins,Thomas Crimmins,male
2022,CG,Mike Garcia,Mike,,Garcia,Mike Garcia,male
2022,CON,Mike Garcia,Mike,,Garcia,Mike Garcia,male
2022,DCM,Denison Offutt,Denison,,Offutt,Denison Offutt,unknown
2022,GSO,Paul Dever,Paul,,Dever,Paul Dever,male
2022,RSO,William Noone,William,,Noone,William Noone,male
2022,AFSA,Christian Cyprian,Christian,,Cyprian,Christian Cyprian,male
2022,ATO,Mark H. Ford,Mark,H.,Ford,Mark Ford,male
2022,CLO,Megan Luttrell,Megan,,Luttrell,Megan Luttrell,female
2022,ECON,Patrick Dunn,Patrick,,Dunn,Patrick Dunn,male
2022,EEO,Stacey Hopkins,Stacey,,Hopkins,Stacey Hopkins,mostly_female
2022,FMO,Mark Mitchel,Mark,,Mitchel,Mark Mitchel,male
2022,IPO,James Madril,James,,Madril,James Madril,male
2022,ISO,John Lee,John,,Lee,John Lee,male
2022,POL,Brian Shott,Brian,,Shott,Brian Shott,male
2022,CG OMS,Nicole Owens,Nicole,,Owens,Nicole Owens,female
2022,FCS,Aguirre Tatyana,Aguirre,,Tatyana,Aguirre Tatyana,unknown
2022,MGT,Trenton Douthett,Trenton,,Douthett,Trenton Douthett,male
2022,CG,David Edginton,David,,Edginton,David Edginton,male
2022,CON,Christopher Patch,Christopher,,Patch,Christopher Patch,male
2022,PAO,Laila Gillam,Laila,,Gillam,Laila Gillam,female
2022,GSO,Joel Neujahr,Joel,,Neujahr,Joel Neujahr,male
2022,RSO,Torre Smith,Torre,,Smith,Torre Smith,unknown
2022,DCM OMS,Kathleen Olson,Kathleen,,Olson,Kathleen Olson,female
2022,CG OMS,Connie MacDonald,Connie,,MacDonald,Connie MacDonald,mostly_female
2022,FCS,Julie LeBlanc,Julie,,LeBlanc,Julie LeBlanc,female
2022,FM,Gus Kosmas,Gus,,Kosmas,Gus Kosmas,male
2022,HRO,Linda A. Fenton,Linda,A.,Fenton,Linda Fenton,female
2022,MGT,Katherine A. Reilly,Katherine,A.,Reilly,Katherine Reilly,female
2022,POSHO,Gus Kosmas,Gus,,Kosmas,Gus Kosmas,male
2022,CG,Faris Y. Asad,Faris,Y.,Asad,Faris Asad,male
2022,PO,Faris Y. Asad,Faris,Y.,Asad,Faris Asad,male
2022,CON,Sadia Niazi,Sadia,,Niazi,Sadia Niazi,female
2022,RSO,Daniel Vargas,Daniel,,Vargas,Daniel Vargas,male
2022,FMO,Mark Mitchell,Mark,,Mitchell,Mark Mitchell,male
2022,IPO,Shahnawaz Shaikh,Shahnawaz,,Shaikh,Shahnawaz Shaikh,unknown
2022,ISSO,Shahnawaz Shaikh,Shahnawaz,,Shaikh,Shahnawaz Shaikh,unknown
2022,DCM OMS,Marjorie Toshach,Marjorie,,Toshach,Marjorie Toshach,female
2022,AMB OMS,Tammy Lubulu,Tammy,,Lubulu,Tammy Lubulu,female
2022,CDC,Omer Pasi,Omer,,Pasi,Omer Pasi,male
2022,FM,Ron Saunders,Ron,,Saunders,Ron Saunders,male
2022,HRO,Jonas Gil,Jonas,,Gil,Jonas Gil,male
2022,INL,Joseph Denis,Joseph,,Denis,Joseph Denis,male
2022,LEGAT,Connally Brown,Connally,,Brown,Connally Brown,unknown
2022,MGT,Carolyn Cooley,Carolyn,,Cooley,Carolyn Cooley,female
2022,OPDAT,Thomas Bradley,Thomas,,Bradley,Thomas Bradley,male
2022,POSHO,Ron Saunders,Ron,,Saunders,Ron Saunders,male
2022,LTC,Michael Lee,Michael,,Lee,Michael Lee,male
2022,AMB,Michael Raynor,Michael,,Raynor,Michael Raynor,male
2022,DCM,Jonathan Fischer,Jonathan,,Fischer,Jonathan Fischer,male
2022,GSO,Dwight Samuels,Dwight,,Samuels,Dwight Samuels,male
2022,AGR,Robin Gray,Robin,,Gray,Robin Gray,mostly_male
2022,AID,Peter Trenchard,Peter,,Trenchard,Peter Trenchard,male
2022,CLO,Sabrina Loviner,Sabrina,,Loviner,Sabrina Loviner,female
2022,DEA,Tahariiq Gray,Tahariiq,,Gray,Tahariiq Gray,unknown
2022,ECON,Aysa Miller,Aysa,,Miller,Aysa Miller,unknown
2022,FMO,Adam Dorosz,Adam,,Dorosz,Adam Dorosz,male
2022,IMO,Del Wiemann,Del,,Wiemann,Del Wiemann,female
2022,IPO,Andrius Ciziunas,Andrius,,Ciziunas,Andrius Ciziunas,male
2022,ISO,Pat Tran,Pat,,Tran,Pat Tran,andy
2022,ISSO,Andrius Ciziunas,Andrius,,Ciziunas,Andrius Ciziunas,male
2022,UNCLASSIFIED,POL,POL,,,POL ,unknown
2022,POL,Andrew Armstrong,Andrew,,Armstrong,Andrew Armstrong,male
2022,DCM OMS,Tracy Wright,Tracy,,Wright,Tracy Wright,mostly_female
2022,AMB OMS,Heather Bain,Heather,,Bain,Heather Bain,female
2022,ECON DEP,Sarah Gjorgijevski,Sarah,,Gjorgijevski,Sarah Gjorgijevski,female
2022,FCS,Rachel Duran,Rachel,,Duran,Rachel Duran,female
2022,FM,Jeff Wofford,Jeff,,Wofford,Jeff Wofford,male
2022,HRO,Spencer Maguire,Spencer,,Maguire,Spencer Maguire,male
2022,ICITAP,Scott Hatfield,Scott,,Hatfield,Scott Hatfield,male
2022,LEGAT,Kenneth Bryan,Kenneth,,Bryan,Kenneth Bryan,male
2022,MGT,Robert Collins,Robert,,Collins,Robert Collins,male
2022,OPDAT,David Jennings,David,,Jennings,David Jennings,male
2022,POL DEP,Mark Gul,Mark,,Gul,Mark Gul,male
2022,POSHO,Jeff Wofford,Jeff,,Wofford,Jeff Wofford,male
2022,COL,Corey Shea,Corey,,Shea,Corey Shea,mostly_male
2022,AMB,Christopher R. Hill,Christopher,R.,Hill,Christopher Hill,male
2022,CON,Cynthia Ebeid,Cynthia,,Ebeid,Cynthia Ebeid,female
2022,DCM,John Ginkel,John,,Ginkel,John Ginkel,male
2022,PAO,Philip Beekman,Philip,,Beekman,Philip Beekman,male
2022,RSO,Brandon Halm,Brandon,,Halm,Brandon Halm,male
2022,AFSA,James Hagengruber,James,,Hagengruber,James Hagengruber,male
2022,AID,Shanley Pinchotti,Shanley,,Pinchotti,Shanley Pinchotti,unknown
2022,CLO,Kristen Slanina,Kristen,,Slanina,Kristen Slanina,female
2022,FMO,Spencer Maguire,Spencer,,Maguire,Spencer Maguire,male
2022,IMO,Arthur Saunders,Arthur,,Saunders,Arthur Saunders,male
2022,IPO,Joshua Kim,Joshua,,Kim,Joshua Kim,male
2022,ISO,Jared Dutka,Jared,,Dutka,Jared Dutka,male
2022,ISSO,Joshua Kim,Joshua,,Kim,Joshua Kim,male
2022,POL,Michael Kelleher,Michael,,Kelleher,Michael Kelleher,male
2022,AMB OMS,Althena X Aikens,Althena,X,Aikens,Althena Aikens,unknown
2022,CDC,Daphne B. Moffet,Daphne,B.,Moffet,Daphne Moffet,female
2022,FM,Curtis Hoyle,Curtis,,Hoyle,Curtis Hoyle,male
2022,MGT,JoEllen Gorg,JoEllen,,Gorg,JoEllen Gorg,female
2022,POSHO,Curtis Hoyle,Curtis,,Hoyle,Curtis Hoyle,male
2022,TREAS,Gama Roberts,Gama,,Roberts,Gama Roberts,unknown
2022,AMB,David D. Reimer,David,D.,Reimer,David Reimer,male
2022,CON,Katherine Kigudde,Katherine,,Kigudde,Katherine Kigudde,female
2022,DCM,Stephanie Bunce,Stephanie,,Bunce,Stephanie Bunce,female
2022,PAO,Sarah Van Home,Sarah,,Van Home,Sarah Van Home,female
2022,GSO,Beau P. Garrett,Beau,P.,Garrett,Beau Garrett,male
2022,RSO,Thaddaeus Hoyt,Thaddaeus,,Hoyt,Thaddaeus Hoyt,unknown
2022,AID,Nancy Godfrey,Nancy,,Godfrey,Nancy Godfrey,female
2022,CLO,Emma Ball,Emma,,Ball,Emma Ball,female
2022,ECON,Frisco McDonald,Frisco,,McDonald,Frisco McDonald,unknown
2022,ISSO,Levia Davis,Levia,,Davis,Levia Davis,female
2022,POL,Paul Stucky,Paul,,Stucky,Paul Stucky,male
2022,DCM OMS,Alison Sierra,Alison,,Sierra,Alison Sierra,female
2022,FCS,Christopher Quinlivan,Christopher,,Quinlivan,Christopher Quinlivan,male
2022,FM,Kevin Shorten,Kevin,,Shorten,Kevin Shorten,male
2022,HRO,Karen Conole,Karen,,Conole,Karen Conole,female
2022,LEGAT,Jagdeep Singh Khangura,Jagdeep,Singh,Khangura,Jagdeep Khangura,unknown
2022,MGT,James Forbes,James,,Forbes,James Forbes,male
2022,COL,Steven Li,Steven,,Li,Steven Li,male
2022,POSHO,Kevin Shorten,Kevin,,Shorten,Kevin Shorten,male
2022,CAPT,Raymond Owen,Raymond,,Owen,Raymond Owen,male
2022,TREAS,Jeffrey Baker,Jeffrey,,Baker,Jeffrey Baker,male
2022,AMB,Jonathan Kaplan,Jonathan,,Kaplan,Jonathan Kaplan,male
2022,CON,Anny Ho,Anny,,Ho,Anny Ho,female
2022,DCM,Casey Mace,Casey,,Mace,Casey Mace,andy
2022,PAO,Justin Higgins,Justin,,Higgins,Justin Higgins,male
2022,GSO,Liam Fitzgerald,Liam,,Fitzgerald,Liam Fitzgerald,male
2022,RSO,Scott Berman,Scott,,Berman,Scott Berman,male
2022,AFSA,Geoffrey Andrews,Geoffrey,,Andrews,Geoffrey Andrews,male
2022,AGR,Tim Harrison,Tim,,Harrison,Tim Harrison,male
2022,FAA,Christopher Carter,Christopher,,Carter,Christopher Carter,male
2022,FMO,Fred Miller,Fred,,Miller,Fred Miller,male
2022,IMO JJ,Schmidt,Schmidt,,,Schmidt ,unknown
2022,JJ,Schmidt,Schmidt,,,Schmidt ,unknown
2022,IPO,Charles McGrigg,Charles,,McGrigg,Charles McGrigg,male
2022,ISO,Mike Osoteo,Mike,,Osoteo,Mike Osoteo,male
2022,ISSO JJ,Schmidt,Schmidt,,,Schmidt ,unknown
2022,AMB OMS,Gina L. Scarborough,Gina,L.,Scarborough,Gina Scarborough,female
2022,UNCLASSIFIED,FCS,FCS,,,FCS ,unknown
2022,LTC,Einar Manki,Einar,,Manki,Einar Manki,male
2022,POSHO,William Sands IV,William,,Sands,William Sands,male
2022,LTC,Casey Shuff,Casey,,Shuff,Casey Shuff,andy
2022,AMB,Gautam A. Rana,Gautam,A.,Rana,Gautam Rana,male
2022,CON,Emily Teickenson,Emily,,Teickenson,Emily Teickenson,female
2022,DCM,Nicholas Namba,Nicholas,,Namba,Nicholas Namba,male
2022,GSO,William Sands IV,William,,Sands,William Sands,male
2022,RSO R, Todd Wallace,Todd,,Wallace,Todd Wallace,male
2022,ECON,Shivshankar Srikanth,Shivshankar,,Srikanth,Shivshankar Srikanth,unknown
2022,EEO,Gina B. Kassem,Gina,B.,Kassem,Gina Kassem,female
2022,IMO,Justan E. Neels,Justan,E.,Neels,Justan Neels,unknown
2022,IPO,Clay Jefferson,Clay,,Jefferson,Clay Jefferson,male
2022,ISSO,Clay Jefferson,Clay,,Jefferson,Clay Jefferson,male
2022,DCM OMS,Lenese Walls,Lenese,,Walls,Lenese Walls,unknown
2022,AMB OMS,Lenese Walls,Lenese,,Walls,Lenese Walls,unknown
2022,FM,Steven Prevatt,Steven,,Prevatt,Steven Prevatt,male
2022,MGT,Kwang Kim,Kwang,,Kim,Kwang Kim,andy
2022,POSHO,Kwang Kim,Kwang,,Kim,Kwang Kim,andy
2022,DCM,Timothy Trenkle,Timothy,,Trenkle,Timothy Trenkle,male
2022,PAO,Laurence Socha,Laurence,,Socha,Laurence Socha,female
2022,RSO,Ken Bomongcag,Ken,,Bomongcag,Ken Bomongcag,male
2022,AID,Jeffrey Bakken,Jeffrey,,Bakken,Jeffrey Bakken,male
2022,FMO,Kevin van Notric,Kevin,,van Notric,Kevin van Notric,male
2022,DCM OMS,Elisabeth Sloat,Elisabeth,,Sloat,Elisabeth Sloat,female
2022,ALT DIR,Ralph Koehring,Ralph,,Koehring,Ralph Koehring,male
2022,CDC,John Blandford,John,,Blandford,John Blandford,male
2022,FCS,Cynthia Griffin,Cynthia,,Griffin,Cynthia Griffin,female
2022,FM,Mike Okamura,Mike,,Okamura,Mike Okamura,male
2022,HHS,Sophia Soddique,Sophia,,Soddique,Sophia Soddique,female
2022,HRO,Andres Valdes,Andres,,Valdes,Andres Valdes,male
2022,MGT,John Kowalski,John,,Kowalski,John Kowalski,male
2022,POSHO,Mike Okamura,Mike,,Okamura,Mike Okamura,male
2022,DCM,Heather Merritt,Heather,,Merritt,Heather Merritt,female
2022,PAO,Frank Whitaker,Frank,,Whitaker,Frank Whitaker,male
2022,GSO,Lee Belland,Lee,,Belland,Lee Belland,mostly_male
2022,RSO,Seth Green,Seth,,Green,Seth Green,male
2022,AGR,Ali Abdi,Ali,,Abdi,Ali Abdi,male
2022,AID,Andrew Karas,Andrew,,Karas,Andrew Karas,male
2022,CLO,Erin Slack,Erin,,Slack,Erin Slack,mostly_female
2022,DEA,Warren Franklin,Warren,,Franklin,Warren Franklin,male
2022,ECON,Shawn Flatt,Shawn,,Flatt,Shawn Flatt,mostly_male
2022,EEO,Kiera Emmons,Kiera,,Emmons,Kiera Emmons,female
2022,EST,Roberta Burns,Roberta,,Burns,Roberta Burns,female
2022,FMO,James G Martin,James,G,Martin,James Martin,male
2022,IPO,Kelly Richardson,Kelly,,Richardson,Kelly Richardson,mostly_female
2022,ISO,Eric Covington,Eric,,Covington,Eric Covington,male
2022,POL,Tad Brown,Tad,,Brown,Tad Brown,male
2022,DCM OMS,Elizabeth Sloat,Elizabeth,,Sloat,Elizabeth Sloat,female
2022,CG OMS,Virginia Krause,Virginia,,Krause,Virginia Krause,female
2022,DEP DIR,Patrick McDarby,Patrick,,McDarby,Patrick McDarby,male
2022,FCS,Tyler Hacking,Tyler,,Hacking,Tyler Hacking,mostly_male
2022,FM,Benjamin Glerum,Benjamin,,Glerum,Benjamin Glerum,male
2022,MGT,Mark Bliss,Mark,,Bliss,Mark Bliss,male
2022,POL DEP,Julie Henninger,Julie,,Henninger,Julie Henninger,female
2022,POSHO,Benjamin Glerum,Benjamin,,Glerum,Benjamin Glerum,male
2022,CG,Todd Haskell,Todd,,Haskell,Todd Haskell,male
2022,CON,Kim Liao,Kim,,Liao,Kim Liao,mostly_female
2022,PAO,Stacy Barrios,Stacy,,Barrios,Stacy Barrios,mostly_female
2022,GSO,William Styron,William,,Styron,William Styron,male
2022,RSO,Stephen Zagami,Stephen,,Zagami,Stephen Zagami,male
2022,ECON,Lydia Hall,Lydia,,Hall,Lydia Hall,female
2022,FMO,James Martin,James,,Martin,James Martin,male
2022,IPO,Joyce Clark,Joyce,,Clark,Joyce Clark,female
2022,ISO,Wendall Anderson,Wendall,,Anderson,Wendall Anderson,unknown
2022,POL,Emily Shaffer,Emily,,Shaffer,Emily Shaffer,female
2022,CG,Anne Linnee,Anne,,Linnee,Anne Linnee,female
2022,CON,Travis Tucker,Travis,,Tucker,Travis Tucker,male
2022,DCM,Acting DCM Heather Merritt,Acting,DCM Heather,Merritt,Acting Merritt,unknown
2022,PAO,Jaclyn Cole,Jaclyn,,Cole,Jaclyn Cole,female
2022,RSO,Sean Burke,Sean,,Burke,Sean Burke,male
2022,IPO,Mario Esteves,Mario,,Esteves,Mario Esteves,male
2022,ISSO,Mario Esteves,Mario,,Esteves,Mario Esteves,male
2022,ACS,Rafael Perez,Rafael,,Perez,Rafael Perez,male
2022,CG OMS,Tia Boyd,Tia,,Boyd,Tia Boyd,female
2022,CG,Vincent D. Spera,Vincent,D.,Spera,Vincent Spera,male
2022,CON,Erik Eilskov,Erik,,Eilskov,Erik Eilskov,male
2022,PAO,Jeffrey Ladenson,Jeffrey,,Ladenson,Jeffrey Ladenson,male
2022,CLO,Tracey Vachowski,Tracey,,Vachowski,Tracey Vachowski,mostly_female
2022,IPO,Mark Jennings,Mark,,Jennings,Mark Jennings,male
2022,LAB,Brandon Jackson,Brandon,,Jackson,Brandon Jackson,male
2022,POL,Brandon Jackson,Brandon,,Jackson,Brandon Jackson,male
2022,DCM OMS,Michelle Arter,Michelle,,Arter,Michelle Arter,female
2022,AMB OMS,Michelle Arter,Michelle,,Arter,Michelle Arter,female
2022,CDC,Sudhir Bunga,Sudhir,,Bunga,Sudhir Bunga,male
2022,FM,Daniel Benoit,Daniel,,Benoit,Daniel Benoit,male
2022,HRO,Griffin P. LeNoir,Griffin,P.,LeNoir,Griffin LeNoir,male
2022,MGT,Griffin P. LeNoir,Griffin,P.,LeNoir,Griffin LeNoir,male
2022,POSHO,David Hallengren,David,,Hallengren,David Hallengren,male
2022,LTC,Mike Grater,Mike,,Grater,Mike Grater,male
2022,AMB,Michael Adler,Michael,,Adler,Michael Adler,male
2022,CON DJ,Harper,Harper,,,Harper ,male
2022,DJ,Harper,Harper,,,Harper ,male
2022,DCM,William Flens,William,,Flens,William Flens,male
2022,PAO,Moulik D. Berkana,Moulik,D.,Berkana,Moulik Berkana,unknown
2022,GSO,Griffin P. LeNoir,Griffin,P.,LeNoir,Griffin LeNoir,male
2022,RSO,David Heddleston,David,,Heddleston,David Heddleston,male
2022,AID,Katherine Crawford,Katherine,,Crawford,Katherine Crawford,female
2022,FMO,Griffin P. LeNoir,Griffin,P.,LeNoir,Griffin LeNoir,male
2022,IMO,William Geschwind,William,,Geschwind,William Geschwind,male
2022,ISSO,William Geschwind,William,,Geschwind,William Geschwind,male
2022,DCM OMS,Beatriz Beroud,Beatriz,,Beroud,Beatriz Beroud,female
2022,ACS,Rafael Andrade,Rafael,,Andrade,Rafael Andrade,male
2022,AMB OMS,Zarmina Rodriguez,Zarmina,,Rodriguez,Zarmina Rodriguez,unknown
2022,CG OMS,Camen Toledo,Camen,,Toledo,Camen Toledo,unknown
2022,ECON DEP,Nicole Warin,Nicole,,Warin,Nicole Warin,female
2022,FCS,Linda Caruso,Linda,,Caruso,Linda Caruso,female
2022,FM,Kristy Rukavina,Kristy,,Rukavina,Kristy Rukavina,female
2022,HRO,Seth Magarian,Seth,,Magarian,Seth Magarian,male
2022,MGT,Joseph Callahan,Joseph,,Callahan,Joseph Callahan,male
2022,CAPT,Karsten Spies,Karsten,,Spies,Karsten Spies,male
2022,OMS,Valerie Caban,Valerie,,Caban,Valerie Caban,female
2022,POL DEP,Mazin Alfaqih,Mazin,,Alfaqih,Mazin Alfaqih,male
2022,POSHO,Kristy Rukavina,Kristy,,Rukavina,Kristy Rukavina,female
2022,CAPT,Manuel Picon,Manuel,,Picon,Manuel Picon,male
2022,USCS OIC,John Coronado,John,,Coronado,John Coronado,male
2022,AMB,Julissa Reynoso,Julissa,,Reynoso,Julissa Reynoso,female
2022,CG,Berenice Mariscal,Berenice,,Mariscal,Berenice Mariscal,female
2022,DCM,Conrad Tribble,Conrad,,Tribble,Conrad Tribble,male
2022,PAO,Jon Piechowski,Jon,,Piechowski,Jon Piechowski,male
2022,GSO,Stetson Sanders,Stetson,,Sanders,Stetson Sanders,unknown
2022,RSO BJ,Green,Green,,,Green ,unknown
2022,BJ,Green,Green,,,Green ,unknown
2022,AGR,Karisha Kuypers,Karisha,,Kuypers,Karisha Kuypers,unknown
2022,CLO,Carol Picon,Carol,,Picon,Carol Picon,mostly_female
2022,DEA,Dustin Harmon,Dustin,,Harmon,Dustin Harmon,male
2022,EST,Erica Magallon,Erica,,Magallon,Erica Magallon,female
2022,FMO,Crystal Trainor,Crystal,,Trainor,Crystal Trainor,female
2022,IMO,Leonardo Oporto,Leonardo,,Oporto,Leonardo Oporto,male
2022,IPO,Edith Vargas,Edith,,Vargas,Edith Vargas,female
