text,text_squish,text_joined,rank,name,title,first,middle,last,suffix,first_clean,firstlast
ATO:,ATO:,ATO: Theodore,ATO, Theodore,,Theodore,,,,Theodore,Theodore 
LAB;,LAB;,LAB; Roger C. Schrader,LAB, Roger C. Schrader,,Roger,C.,Schrader,,Roger,Roger Schrader
PAO:,PAO:,PAO: Philip W. Arnold,PAO, Philip W. Arnold,,Philip,W.,Arnold,,Philip,Philip Arnold
CG.,CG.,CG. Michael Michaud,CG, Michael Michaud,,Michael,,Michaud,,Michael,Michael Michaud
CON:,CON:,CON: Robert MOSher,CON, Robert MOSher,,Robert,,MOSher,,Robert,Robert MOSher
CG:,CG:,CG: Leonard F. Willems,CG, Leonard F. Willems,,Leonard,F.,Willems,,Leonard,Leonard Willems
CON:,CON:,CON: Nancy Abell,CON, Nancy Abell,,Nancy,,Abell,,Nancy,Nancy Abell
US REP:,US REP:,US REP: Amb. Jeane J. Kirkpatrick,US REP, Amb. Jeane J. Kirkpatrick,Amb.,Jeane,J.,Kirkpatrick,,Jeane,Jeane Kirkpatrick
DEP US REP:,DEP US REP:,DEP US REP: Amb. Kenneth L. Adelman,DEP US REP, Amb. Kenneth L. Adelman,Amb.,Kenneth,L.,Adelman,,Kenneth,Kenneth Adelman
POL:,POL:,POL: Dirk Gleysteen,POL, Dirk Gleysteen,,Dirk,,Gleysteen,,Dirk,Dirk Gleysteen
UN RES MGT: J. Theodore,UN RES MGT: J. Theodore,UN RES MGT: J. Theodore,UN RES MGT, J. Theodore,,J.,,Theodore,,, Theodore
PAO:,PAO:,PAO: Steven C. Munson,PAO, Steven C. Munson,,Steven,C.,Munson,,Steven,Steven Munson
ADM:,ADM:,ADM: Bruce W. Clark,ADM, Bruce W. Clark,,Bruce,W.,Clark,,Bruce,Bruce Clark
INT LEGAL.,INT LEGAL.,INT LEGAL. Herbert K. Reis,INT LEGAL, Herbert K. Reis,,Herbert,K.,Reis,,Herbert,Herbert Reis
HOST COUNTRY:,HOST COUNTRY:,HOST COUNTRY: Robert C. Moſler,HOST COUNTRY, Robert C. Moſler,,Robert,C.,Moſler,,Robert,Robert Moſler
US REP:,US REP:,US REP: Amb. J. William Middendorf,US REP, Amb. J. William Middendorf,Amb.,J.,William,Middendorf,,William,William Middendorf
DEP US REP.,DEP US REP.,DEP US REP. Herbert Thompson,DEP US REP, Herbert Thompson,,Herbert,,Thompson,,Herbert,Herbert Thompson
AMB:,AMB:,"AMB: Julius W. Walker, Jr.",AMB," Julius W. Walker, Jr.",,Julius,W.,Walker,Jr.,Julius,Julius Walker
ADM:,ADM:,ADM: Kenneth N. Peltier,ADM, Kenneth N. Peltier,,Kenneth,N.,Peltier,,Kenneth,Kenneth Peltier
DCM:,DCM:,DCM: Anthony S. Dalsimer,DCM, Anthony S. Dalsimer,,Anthony,S.,Dalsimer,,Anthony,Anthony Dalsimer
AID:,AID:,AID: Richard C. Meyer,AID, Richard C. Meyer,,Richard,C.,Meyer,,Richard,Richard Meyer
PAO:,PAO:,PAO: Thomas,PAO, Thomas,,Thomas,,,,Thomas,Thomas 
CON:,CON:,CON: Donn A. Weaver,CON, Donn A. Weaver,,Donn,A.,Weaver,,Donn,Donn Weaver
ODA.,ODA.,ODA. Ltc Landy T. Nelson,ODA, Ltc Landy T. Nelson,Ltc,Landy,T.,Nelson,,Landy,Landy Nelson
AMB:,AMB:,"AMB: Thomas Aranda, Jr.",AMB," Thomas Aranda, Jr.",,Thomas,,Aranda,Jr.,Thomas,Thomas Aranda
ADM:,ADM:,ADM: J. Richard Mason,ADM, J. Richard Mason,,J.,Richard,Mason,,Richard,Richard Mason
DCM.,DCM.,DCM. N. Shaw Smith,DCM, N. Shaw Smith,,N.,Shaw,Smith,,Shaw,Shaw Smith
ECO:,ECO:,ECO: James H. Cheatham,ECO, James H. Cheatham,,James,H.,Cheatham,,James,James Cheatham
POL:,POL:,POL: James C. Cason,POL, James C. Cason,,James,C.,Cason,,James,James Cason
PAO.,PAO.,PAO. Donald E. Reilly,PAO, Donald E. Reilly,,Donald,E.,Reilly,,Donald,Donald Reilly
LAB;,LAB;,LAB; Richard F. King,LAB, Richard F. King,,Richard,F.,King,,Richard,Richard King
ODA.,ODA.,ODA. Capt William R.,ODA, Capt William R.,Capt,William,,R.,,William,William R.
CON:,CON:,CON: Bernard J. Fennell,CON, Bernard J. Fennell,,Bernard,J.,Fennell,,Bernard,Bernard Fennell
AMB:,AMB:,AMB: William H. Luers,AMB, William H. Luers,,William,H.,Luers,,William,William Luers
RSO:,RSO:,RSO: Michael W. Beckner,RSO, Michael W. Beckner,,Michael,W.,Beckner,,Michael,Michael Beckner
DCM:,DCM:,DCM: Richard B. Moon,DCM, Richard B. Moon,,Richard,B.,Moon,,Richard,Richard Moon
ECO:,ECO:,"ECO: Kenneth Skoug, Jr.",ECO," Kenneth Skoug, Jr.",,Kenneth,,Skoug,Jr.,Kenneth,Kenneth Skoug
ATO:,ATO:,ATO: Marvin L. Lehrer,ATO, Marvin L. Lehrer,,Marvin,L.,Lehrer,,Marvin,Marvin Lehrer
COM:,COM:,"COM: David C. Lacey, Jr.",COM," David C. Lacey, Jr.",,David,C.,Lacey,Jr.,David,David Lacey
PAO:,PAO:,PAO: John F. Kordek,PAO, John F. Kordek,,John,F.,Kordek,,John,John Kordek
POL:,POL:,"POL: Lewis R. Murry, Jr.",POL," Lewis R. Murry, Jr.",,Lewis,R.,Murry,Jr.,Lewis,Lewis Murry
IRS:,IRS:,IRS: Ruth A. Beard,IRS, Ruth A. Beard,,Ruth,A.,Beard,,Ruth,Ruth Beard
LAB:,LAB:,LAB: Joseph,LAB, Joseph,,Joseph,,,,Joseph,Joseph 
ODA.,ODA.,ODA. Col John T.,ODA, Col John T.,Col,John,,T.,,John,John T.
CON:,CON:,CON: Roy J. Apel,CON, Roy J. Apel,,Roy,J.,Apel,,Roy,Roy Apel
ADM:,ADM:,ADM: Thomas J.,ADM, Thomas J.,,Thomas,,J.,,Thomas,Thomas J.
PO:,PO:,PO: Lowell R. Fleischer,PO, Lowell R. Fleischer,,Lowell,R.,Fleischer,,Lowell,Lowell Fleischer
BPAO: William M. Morgan,BPAO: William M. Morgan,BPAO: William M. Morgan,BPAO, William M. Morgan,,William,M.,Morgan,,William,William Morgan
CON:,CON:,CON: Philip H. Egger,CON, Philip H. Egger,,Philip,H.,Egger,,Philip,Philip Egger
AMB:,AMB:,AMB: David E. Zweifel,AMB, David E. Zweifel,,David,E.,Zweifel,,David,David Zweifel
ADM:,ADM:,ADM: Stephen H. King,ADM, Stephen H. King,,Stephen,H.,King,,Stephen,Stephen King
DCM:,DCM:,DCM: Ronald E. Neumann,DCM, Ronald E. Neumann,,Ronald,E.,Neumann,,Ronald,Ronald Neumann
AID:,AID:,AID: Charles D. Ward,AID, Charles D. Ward,,Charles,D.,Ward,,Charles,Charles Ward
POL.,POL.,POL. Kenneth R. Audroue,POL, Kenneth R. Audroue,,Kenneth,R.,Audroue,,Kenneth,Kenneth Audroue
PAO:,PAO:,PAO: James J. Callahan,PAO, James J. Callahan,,James,J.,Callahan,,James,James Callahan
ODA:,ODA:,ODA: Maj Clifford R. Ward,ODA, Maj Clifford R. Ward,Maj,Clifford,R.,Ward,,Clifford,Clifford Ward
CON:,CON:,CON: Allen J. Kepchar,CON, Allen J. Kepchar,,Allen,J.,Kepchar,,Allen,Allen Kepchar
AMB:,AMB:,AMB: David AnderSon,AMB, David AnderSon,,David,,AnderSon,,David,David AnderSon
RSO:,RSO:,RSO: Robert E. Benker,RSO, Robert E. Benker,,Robert,E.,Benker,,Robert,Robert Benker
DCM:,DCM:,DCM: Harry J. Gilmore,DCM, Harry J. Gilmore,,Harry,J.,Gilmore,,Harry,Harry Gilmore
SCI:,SCI:,SCI: Leroy C. Simpkins,SCI, Leroy C. Simpkins,,Leroy,C.,Simpkins,,Leroy,Leroy Simpkins
ECO:,ECO:,ECO: William B. Whitman,ECO, William B. Whitman,,William,B.,Whitman,,William,William Whitman
COM:,COM:,COM: Clifford G. Bond,COM, Clifford G. Bond,,Clifford,G.,Bond,,Clifford,Clifford Bond
PAO:,PAO:,PAO: Raymond E. Benson,PAO, Raymond E. Benson,,Raymond,E.,Benson,,Raymond,Raymond Benson
POL:,POL:,POL: Thomas P. Dunlop,POL, Thomas P. Dunlop,,Thomas,P.,Dunlop,,Thomas,Thomas Dunlop
ODA:,ODA:,ODA: Col Joe B. Purkhiser,ODA, Col Joe B. Purkhiser,Col,Joe,B.,Purkhiser,,Joe,Joe Purkhiser
CON:,CON:,CON: John G. Peters,CON, John G. Peters,,John,G.,Peters,,John,John Peters
ADM:,ADM:,ADM: Joseph S. Hulings,ADM, Joseph S. Hulings,,Joseph,S.,Hulings,,Joseph,Joseph Hulings
CG.,CG.,CG. Olaf Grobel,CG, Olaf Grobel,,Olaf,,Grobel,,Olaf,Olaf Grobel
BPAO: Michael J. Nugent,BPAO: Michael J. Nugent,BPAO: Michael J. Nugent,BPAO, Michael J. Nugent,,Michael,J.,Nugent,,Michael,Michael Nugent
AMB:,AMB:,AMB: Robert B. Oakley,AMB, Robert B. Oakley,,Robert,B.,Oakley,,Robert,Robert Oakley
DCM:,DCM:,DCM: Thomas E. McNamara,DCM, Thomas E. McNamara,,Thomas,E.,McNamara,,Thomas,Thomas McNamara
ECO:,ECO:,"ECO: A. Joseph Williams, Jr.",ECO," A. Joseph Williams, Jr.",,A.,Joseph,Williams,Jr.,Joseph,Joseph Williams
COM:,COM:,COM: Leonard J. Lange,COM, Leonard J. Lange,,Leonard,J.,Lange,,Leonard,Leonard Lange
AID:,AID:,AID: Norman L. Sweet,AID, Norman L. Sweet,,Norman,L.,Sweet,,Norman,Norman Sweet
POL.,POL.,POL. Jennifer,POL, Jennifer,,Jennifer,,,,Jennifer,Jennifer 
PAO:,PAO:,PAO: Lewis W. Pate,PAO, Lewis W. Pate,,Lewis,W.,Pate,,Lewis,Lewis Pate
CON:,CON:,CON: Richard C. Hermann,CON, Richard C. Hermann,,Richard,C.,Hermann,,Richard,Richard Hermann
ADM:,ADM:,ADM: Gerald S. Rose,ADM, Gerald S. Rose,,Gerald,S.,Rose,,Gerald,Gerald Rose
RSO:,RSO:,RSO: Wayne W. Algire,RSO, Wayne W. Algire,,Wayne,W.,Algire,,Wayne,Wayne Algire
CG:,CG:,CG: Lewis R. Macfarlane,CG, Lewis R. Macfarlane,,Lewis,R.,Macfarlane,,Lewis,Lewis Macfarlane
ADM:,ADM:,ADM: Patrick S. Moon,ADM, Patrick S. Moon,,Patrick,S.,Moon,,Patrick,Patrick Moon
BPAO: Melvyn R.,BPAO: Melvyn R.,BPAO: Melvyn R. Murray,BPAO, Melvyn R. Murray,,Melvyn,R.,Murray,,Melvyn,Melvyn Murray
CON:,CON:,CON: John F. McCarthy,CON, John F. McCarthy,,John,F.,McCarthy,,John,John McCarthy
AMB:,AMB:,AMB: Frank G. Wisner,AMB, Frank G. Wisner,,Frank,G.,Wisner,,Frank,Frank Wisner
ADM:,ADM:,ADM: Mary,ADM, Mary,,Mary,,,,Mary,Mary 
DCM:,DCM:,"DCM: Wesley W. Egan, Jr.",DCM," Wesley W. Egan, Jr.",,Wesley,W.,Egan,Jr.,Wesley,Wesley Egan
AGR:,AGR:,AGR: Harold,AGR, Harold,,Harold,,,,Harold,Harold 
POL:,POL:,POL: George,POL, George,,George,,,,George,George 
AID:,AID:,AID: John A. PatterSon,AID, John A. PatterSon,,John,A.,PatterSon,,John,John PatterSon
CON:,CON:,CON: David,CON, David,,David,,,,David,David 
PAO:,PAO:,PAO: John,PAO, John,,John,,,,John,John 
AMB:,AMB:,AMB: Robert V. Keeley,AMB, Robert V. Keeley,,Robert,V.,Keeley,,Robert,Robert Keeley
ADM:,ADM:,ADM: Joseph,ADM, Joseph,,Joseph,,,,Joseph,Joseph 
DCM:,DCM:,DCM: Jeffrey,DCM, Jeffrey,,Jeffrey,,,,Jeffrey,Jeffrey 
AGR:,AGR:,AGR: Jack Williams,AGR, Jack Williams,,Jack,,Williams,,Jack,Jack Williams
ECO:,ECO:,ECO: Marc Wall,ECO, Marc Wall,,Marc,,Wall,,Marc,Marc Wall
COM:,COM:,COM: Kurt F. Gross,COM, Kurt F. Gross,,Kurt,F.,Gross,,Kurt,Kurt Gross
AID:,AID:,AID: Roy Stacy,AID, Roy Stacy,,Roy,,Stacy,,Roy,Roy Stacy
POL:,POL:,POL: Lawrence Martin,POL, Lawrence Martin,,Lawrence,,Martin,,Lawrence,Lawrence Martin
PAO:,PAO:,PAO: John Burns,PAO, John Burns,,John,,Burns,,John,John Burns
CON:,CON:,CON: Eunice Reddict,CON, Eunice Reddict,,Eunice,,Reddict,,Eunice,Eunice Reddict
