text,text_squish,text_joined,rank,name,title,first,middle,last,suffix,first_clean,firstlast
"CONSUL GENERAL: Homer M. Byington, Jr.","CONSUL GENERAL: Homer M. Byington, Jr.","CONSUL GENERAL: Homer M. Byington, Jr.",CONSUL GENERAL," Homer M. Byington, Jr.",,Homer,M.,Byington,Jr.,Homer,Homer Byington
DEPUTY PRINCIPAL OFFICER: Alfred P. Dennis,DEPUTY PRINCIPAL OFFICER: Alfred P. Dennis,DEPUTY PRINCIPAL OFFICER: Alfred P. Dennis,DEPUTY PRINCIPAL OFFICER, Alfred P. Dennis,,Alfred,P.,Dennis,,Alfred,Alfred Dennis
CONSULATE GENERAL: Palermo,CONSULATE GENERAL: Palermo,CONSULATE GENERAL: Palermo,CONSULATE GENERAL, Palermo,,Palermo,,,,Palermo,Palermo 
CONSUL GENERAL: John Ordway,CONSUL GENERAL: John Ordway,CONSUL GENERAL: John Ordway,CONSUL GENERAL, John Ordway,,John,,Ordway,,John,John Ordway
ECONOMIC SECTION: Charles R. Stout,ECONOMIC SECTION: Charles R. Stout,ECONOMIC SECTION: Charles R. Stout,ECONOMIC SECTION, Charles R. Stout,,Charles,R.,Stout,,Charles,Charles Stout
AMBASSADOR: James Wine,AMBASSADOR: James Wine,AMBASSADOR: James Wine,AMBASSADOR, James Wine,,James,,Wine,,James,James Wine
DEPUTY CHIEF OF MISSION: Leslie L. Rood,DEPUTY CHIEF OF MISSION: Leslie L. Rood,DEPUTY CHIEF OF MISSION: Leslie L. Rood,DEPUTY CHIEF OF MISSION, Leslie L. Rood,,Leslie,L.,Rood,,Leslie,Leslie Rood
POLITICAL SECTION: William B. Young,POLITICAL SECTION: William B. Young,POLITICAL SECTION: William B. Young,POLITICAL SECTION, William B. Young,,William,B.,Young,,William,William Young
ECONOMIC SECTION: Robert B. Oakley,ECONOMIC SECTION: Robert B. Oakley,ECONOMIC SECTION: Robert B. Oakley,ECONOMIC SECTION, Robert B. Oakley,,Robert,B.,Oakley,,Robert,Robert Oakley
COMMERCIAL SECTION: G. Michael Bache,COMMERCIAL SECTION: G. Michael Bache,COMMERCIAL SECTION: G. Michael Bache,COMMERCIAL SECTION, G. Michael Bache,,G.,Michael,Bache,,Michael,Michael Bache
DEPUTY CHIEF OF MISSION: Boris H. Klosson,DEPUTY CHIEF OF MISSION: Boris H. Klosson,DEPUTY CHIEF OF MISSION: Boris H. Klosson,DEPUTY CHIEF OF MISSION, Boris H. Klosson,,Boris,H.,Klosson,,Boris,Boris Klosson
POLITICAL SECTION: William B. Grant,POLITICAL SECTION: William B. Grant,POLITICAL SECTION: William B. Grant,POLITICAL SECTION, William B. Grant,,William,B.,Grant,,William,William Grant
ECONOMIC SECTION: Robert E. Rosselot,ECONOMIC SECTION: Robert E. Rosselot,ECONOMIC SECTION: Robert E. Rosselot,ECONOMIC SECTION, Robert E. Rosselot,,Robert,E.,Rosselot,,Robert,Robert Rosselot
COMMERCIAL SECTION: Thomas J. Scanlon,COMMERCIAL SECTION: Thomas J. Scanlon,COMMERCIAL SECTION: Thomas J. Scanlon,COMMERCIAL SECTION, Thomas J. Scanlon,,Thomas,J.,Scanlon,,Thomas,Thomas Scanlon
AMBASSADOR: Edwin O. Reischauer,AMBASSADOR: Edwin O. Reischauer,AMBASSADOR: Edwin O. Reischauer,AMBASSADOR, Edwin O. Reischauer,,Edwin,O.,Reischauer,,Edwin,Edwin Reischauer
DEPUTY CHIEF OF MISSION: John K. Emmerson,DEPUTY CHIEF OF MISSION: John K. Emmerson,DEPUTY CHIEF OF MISSION: John K. Emmerson,DEPUTY CHIEF OF MISSION, John K. Emmerson,,John,K.,Emmerson,,John,John Emmerson
"POLITICAL SECTION: J. Owen Zurhellen, Jr.","POLITICAL SECTION: J. Owen Zurhellen, Jr.","POLITICAL SECTION: J. Owen Zurhellen, Jr.",POLITICAL SECTION," J. Owen Zurhellen, Jr.",,J.,Owen,Zurhellen,Jr.,Owen,Owen Zurhellen
ECONOMIC SECTION: Lawrence C. Vass,ECONOMIC SECTION: Lawrence C. Vass,ECONOMIC SECTION: Lawrence C. Vass,ECONOMIC SECTION, Lawrence C. Vass,,Lawrence,C.,Vass,,Lawrence,Lawrence Vass
"COMMERCIAL SECTION: Carney G. Laslie, Jr.","COMMERCIAL SECTION: Carney G. Laslie, Jr.","COMMERCIAL SECTION: Carney G. Laslie, Jr.",COMMERCIAL SECTION," Carney G. Laslie, Jr.",,Carney,G.,Laslie,Jr.,Carney,Carney Laslie
AGRICULTURAL ATTACHE: Joseph C. Dodson,AGRICULTURAL ATTACHE: Joseph C. Dodson,AGRICULTURAL ATTACHE: Joseph C. Dodson,AGRICULTURAL ATTACHE, Joseph C. Dodson,,Joseph,C.,Dodson,,Joseph,Joseph Dodson
CONSULATE GENERAL: Kobe.Osako,CONSULATE GENERAL: Kobe.Osako,CONSULATE GENERAL: Kobe.Osako,CONSULATE GENERAL, Kobe.Osako,,Kobe.Osako,,,,Kobe.Osako,Kobe.Osako 
CONSUL GENERAL: John L. Stegmaier,CONSUL GENERAL: John L. Stegmaier,CONSUL GENERAL: John L. Stegmaier,CONSUL GENERAL, John L. Stegmaier,,John,L.,Stegmaier,,John,John Stegmaier
ECONOMIC SECTION: Philip E. Haring,ECONOMIC SECTION: Philip E. Haring,ECONOMIC SECTION: Philip E. Haring,ECONOMIC SECTION, Philip E. Haring,,Philip,E.,Haring,,Philip,Philip Haring
COMMERCIAL SECTION: Raymond W. Eiselt,COMMERCIAL SECTION: Raymond W. Eiselt,COMMERCIAL SECTION: Raymond W. Eiselt,COMMERCIAL SECTION, Raymond W. Eiselt,,Raymond,W.,Eiselt,,Raymond,Raymond Eiselt
CONSULATE GENERAL: Jerusalem,CONSULATE GENERAL: Jerusalem,CONSULATE GENERAL: Jerusalem,CONSULATE GENERAL, Jerusalem,,Jerusalem,,,,Jerusalem,Jerusalem 
CONSUL GENERAL: Evan M. Wilson,CONSUL GENERAL: Evan M. Wilson,CONSUL GENERAL: Evan M. Wilson,CONSUL GENERAL, Evan M. Wilson,,Evan,M.,Wilson,,Evan,Evan Wilson
ECONOMIC SECTION: Joyce R. Hermann,ECONOMIC SECTION: Joyce R. Hermann,ECONOMIC SECTION: Joyce R. Hermann,ECONOMIC SECTION, Joyce R. Hermann,,Joyce,R.,Hermann,,Joyce,Joyce Hermann
AMBASSADOR: Robert G. Barnes,AMBASSADOR: Robert G. Barnes,AMBASSADOR: Robert G. Barnes,AMBASSADOR, Robert G. Barnes,,Robert,G.,Barnes,,Robert,Robert Barnes
DEPUTY CHIEF OF MISSION: Geoffrey W. Lewis,DEPUTY CHIEF OF MISSION: Geoffrey W. Lewis,DEPUTY CHIEF OF MISSION: Geoffrey W. Lewis,DEPUTY CHIEF OF MISSION, Geoffrey W. Lewis,,Geoffrey,W.,Lewis,,Geoffrey,Geoffrey Lewis
POLITICAL SECTION: Gabriel J. Paolozzi,POLITICAL SECTION: Gabriel J. Paolozzi,POLITICAL SECTION: Gabriel J. Paolozzi,POLITICAL SECTION, Gabriel J. Paolozzi,,Gabriel,J.,Paolozzi,,Gabriel,Gabriel Paolozzi
ECONOMIC SECTION: Donald B. Calder,ECONOMIC SECTION: Donald B. Calder,ECONOMIC SECTION: Donald B. Calder,ECONOMIC SECTION, Donald B. Calder,,Donald,B.,Calder,,Donald,Donald Calder
AGRICULTURAL ATTACHE: Donald L. MacDonald,AGRICULTURAL ATTACHE: Donald L. MacDonald,AGRICULTURAL ATTACHE: Donald L. MacDonald,AGRICULTURAL ATTACHE, Donald L. MacDonald,,Donald,L.,MacDonald,,Donald,Donald MacDonald
AID MISSION DIRECTOR: Russell S. McClure,AID MISSION DIRECTOR: Russell S. McClure,AID MISSION DIRECTOR: Russell S. McClure,AID MISSION DIRECTOR, Russell S. McClure,,Russell,S.,McClure,,Russell,Russell McClure
AMBASSADOR: William Attwood,AMBASSADOR: William Attwood,AMBASSADOR: William Attwood,AMBASSADOR, William Attwood,,William,,Attwood,,William,William Attwood
DEPUTY CHIEF OF MISSION: James R. Ruchti,DEPUTY CHIEF OF MISSION: James R. Ruchti,DEPUTY CHIEF OF MISSION: James R. Ruchti,DEPUTY CHIEF OF MISSION, James R. Ruchti,,James,R.,Ruchti,,James,James Ruchti
POLITICAL SECTION: Philip A. Heller,POLITICAL SECTION: Philip A. Heller,POLITICAL SECTION: Philip A. Heller,POLITICAL SECTION, Philip A. Heller,,Philip,A.,Heller,,Philip,Philip Heller
ECONOMIC SECTION: Morris Dembo,ECONOMIC SECTION: Morris Dembo,ECONOMIC SECTION: Morris Dembo,ECONOMIC SECTION, Morris Dembo,,Morris,,Dembo,,Morris,Morris Dembo
"COMMERCIAL SECTION: Robert L. Ware, Jr.","COMMERCIAL SECTION: Robert L. Ware, Jr.","COMMERCIAL SECTION: Robert L. Ware, Jr.",COMMERCIAL SECTION," Robert L. Ware, Jr.",,Robert,L.,Ware,Jr.,Robert,Robert Ware
AGRICULTURAL ATTACHE: William R. Hatch,AGRICULTURAL ATTACHE: William R. Hatch,AGRICULTURAL ATTACHE: William R. Hatch,AGRICULTURAL ATTACHE, William R. Hatch,,William,R.,Hatch,,William,William Hatch
"AID MISSION DIRECTOR: William C. Wild, Jr.","AID MISSION DIRECTOR: William C. Wild, Jr.","AID MISSION DIRECTOR: William C. Wild, Jr.",AID MISSION DIRECTOR," William C. Wild, Jr.",,William,C.,Wild,Jr.,William,William Wild
AMBASSADOR: Winthrop G. Brown,AMBASSADOR: Winthrop G. Brown,AMBASSADOR: Winthrop G. Brown,AMBASSADOR, Winthrop G. Brown,,Winthrop,G.,Brown,,Winthrop,Winthrop Brown
DEPUTY CHIEF OF MISSION: Edward W. Doherty,DEPUTY CHIEF OF MISSION: Edward W. Doherty,DEPUTY CHIEF OF MISSION: Edward W. Doherty,DEPUTY CHIEF OF MISSION, Edward W. Doherty,,Edward,W.,Doherty,,Edward,Edward Doherty
POLITICAL SECTION: Philip C. Habib,POLITICAL SECTION: Philip C. Habib,POLITICAL SECTION: Philip C. Habib,POLITICAL SECTION, Philip C. Habib,,Philip,C.,Habib,,Philip,Philip Habib
ECONOMIC SECTION: Floyd L. Whittington,ECONOMIC SECTION: Floyd L. Whittington,ECONOMIC SECTION: Floyd L. Whittington,ECONOMIC SECTION, Floyd L. Whittington,,Floyd,L.,Whittington,,Floyd,Floyd Whittington
COMMERCIAL SECTION: G.E. Robert Meyer,COMMERCIAL SECTION: G.E. Robert Meyer,COMMERCIAL SECTION: G.E. Robert Meyer,COMMERCIAL SECTION, G.E. Robert Meyer,,G.E.,Robert,Meyer,,Robert,Robert Meyer
AID MISSION DIRECTOR: Joel Bernstein,AID MISSION DIRECTOR: Joel Bernstein,AID MISSION DIRECTOR: Joel Bernstein,AID MISSION DIRECTOR, Joel Bernstein,,Joel,,Bernstein,,Joel,Joel Bernstein
AMBASSADOR: Howard R. Cottam,AMBASSADOR: Howard R. Cottam,AMBASSADOR: Howard R. Cottam,AMBASSADOR, Howard R. Cottam,,Howard,R.,Cottam,,Howard,Howard Cottam
"DEPUTY CHIEF OF MISSION: John N. Gatch, Jr.","DEPUTY CHIEF OF MISSION: John N. Gatch, Jr.","DEPUTY CHIEF OF MISSION: John N. Gatch, Jr.",DEPUTY CHIEF OF MISSION," John N. Gatch, Jr.",,John,N.,Gatch,Jr.,John,John Gatch
ECONOMIC SECTION: Joseph W. Twinam,ECONOMIC SECTION: Joseph W. Twinam,ECONOMIC SECTION: Joseph W. Twinam,ECONOMIC SECTION, Joseph W. Twinam,,Joseph,W.,Twinam,,Joseph,Joseph Twinam
AMBASSADOR: William H. Sullivan,AMBASSADOR: William H. Sullivan,AMBASSADOR: William H. Sullivan,AMBASSADOR, William H. Sullivan,,William,H.,Sullivan,,William,William Sullivan
DEPUTY CHIEF OF MISSION: Emory C. SwanK,DEPUTY CHIEF OF MISSION: Emory C. SwanK,DEPUTY CHIEF OF MISSION: Emory C. SwanK,DEPUTY CHIEF OF MISSION, Emory C. SwanK,,Emory,C.,SwanK,,Emory,Emory SwanK
POLITICAL SECTION: William A. Chapin,POLITICAL SECTION: William A. Chapin,POLITICAL SECTION: William A. Chapin,POLITICAL SECTION, William A. Chapin,,William,A.,Chapin,,William,William Chapin
ECONOMIC SECTION: Edward J. Thrasher,ECONOMIC SECTION: Edward J. Thrasher,ECONOMIC SECTION: Edward J. Thrasher,ECONOMIC SECTION, Edward J. Thrasher,,Edward,J.,Thrasher,,Edward,Edward Thrasher
AMBASSADOR: Armin H. Meyer,AMBASSADOR: Armin H. Meyer,AMBASSADOR: Armin H. Meyer,AMBASSADOR, Armin H. Meyer,,Armin,H.,Meyer,,Armin,Armin Meyer
DEPUTY CHIEF OF MISSION: Adrian T. Middleton,DEPUTY CHIEF OF MISSION: Adrian T. Middleton,DEPUTY CHIEF OF MISSION: Adrian T. Middleton,DEPUTY CHIEF OF MISSION, Adrian T. Middleton,,Adrian,T.,Middleton,,Adrian,Adrian Middleton
POLITICAL SECTION: Dayton S. Mak,POLITICAL SECTION: Dayton S. Mak,POLITICAL SECTION: Dayton S. Mak,POLITICAL SECTION, Dayton S. Mak,,Dayton,S.,Mak,,Dayton,Dayton Mak
ECONOMIC SECTION: Leslie C. Tihany,ECONOMIC SECTION: Leslie C. Tihany,ECONOMIC SECTION: Leslie C. Tihany,ECONOMIC SECTION, Leslie C. Tihany,,Leslie,C.,Tihany,,Leslie,Leslie Tihany
COMMERCIAL SECTION: John C. Weisert,COMMERCIAL SECTION: John C. Weisert,COMMERCIAL SECTION: John C. Weisert,COMMERCIAL SECTION, John C. Weisert,,John,C.,Weisert,,John,John Weisert
AMBASSADOR: Ben H. Brown,AMBASSADOR: Ben H. Brown,AMBASSADOR: Ben H. Brown,AMBASSADOR, Ben H. Brown,,Ben,H.,Brown,,Ben,Ben Brown
DEPUTY CHIEF OF MISSION: Russell L. Riley,DEPUTY CHIEF OF MISSION: Russell L. Riley,DEPUTY CHIEF OF MISSION: Russell L. Riley,DEPUTY CHIEF OF MISSION, Russell L. Riley,,Russell,L.,Riley,,Russell,Russell Riley
POLITICAL SECTION: E. Jan Nadelman,POLITICAL SECTION: E. Jan Nadelman,POLITICAL SECTION: E. Jan Nadelman,POLITICAL SECTION, E. Jan Nadelman,,E.,Jan,Nadelman,,Jan,Jan Nadelman
ECONOMIC SECTION: Vernon L. Merrill,ECONOMIC SECTION: Vernon L. Merrill,ECONOMIC SECTION: Vernon L. Merrill,ECONOMIC SECTION, Vernon L. Merrill,,Vernon,L.,Merrill,,Vernon,Vernon Merrill
COMMERCIAL SECTION: Nancy V. Rawls,COMMERCIAL SECTION: Nancy V. Rawls,COMMERCIAL SECTION: Nancy V. Rawls,COMMERCIAL SECTION, Nancy V. Rawls,,Nancy,V.,Rawls,,Nancy,Nancy Rawls
AID MISSION DIRECTOR: Robert H. Nooter,AID MISSION DIRECTOR: Robert H. Nooter,AID MISSION DIRECTOR: Robert H. Nooter,AID MISSION DIRECTOR, Robert H. Nooter,,Robert,H.,Nooter,,Robert,Robert Nooter
"AMBASSADOR: E. Allan Lightner, Jr.","AMBASSADOR: E. Allan Lightner, Jr.","AMBASSADOR: E. Allan Lightner, Jr.",AMBASSADOR," E. Allan Lightner, Jr.",,E.,Allan,Lightner,Jr.,Allan,Allan Lightner
DEPUTY CHIEF OF MISSION: Hermann F. Eilts,DEPUTY CHIEF OF MISSION: Hermann F. Eilts,DEPUTY CHIEF OF MISSION: Hermann F. Eilts,DEPUTY CHIEF OF MISSION, Hermann F. Eilts,,Hermann,F.,Eilts,,Hermann,Hermann Eilts
POLITICAL SECTION: James A. May,POLITICAL SECTION: James A. May,POLITICAL SECTION: James A. May,POLITICAL SECTION, James A. May,,James,A.,May,,James,James May
ECONOMIC SECTION: Henry K. Heuser,ECONOMIC SECTION: Henry K. Heuser,ECONOMIC SECTION: Henry K. Heuser,ECONOMIC SECTION, Henry K. Heuser,,Henry,K.,Heuser,,Henry,Henry Heuser
COMMERCIAL SECTION: Nicholas S. Lakas,COMMERCIAL SECTION: Nicholas S. Lakas,COMMERCIAL SECTION: Nicholas S. Lakas,COMMERCIAL SECTION, Nicholas S. Lakas,,Nicholas,S.,Lakas,,Nicholas,Nicholas Lakas
AMBASSADOR: William R. Rivkin,AMBASSADOR: William R. Rivkin,AMBASSADOR: William R. Rivkin,AMBASSADOR, William R. Rivkin,,William,R.,Rivkin,,William,William Rivkin
DEPUTY CHIEF OF MISSION: Joseph H. Cunningham,DEPUTY CHIEF OF MISSION: Joseph H. Cunningham,DEPUTY CHIEF OF MISSION: Joseph H. Cunningham,DEPUTY CHIEF OF MISSION, Joseph H. Cunningham,,Joseph,H.,Cunningham,,Joseph,Joseph Cunningham
POLITICAL SECTION: Oliver M. Silsby,POLITICAL SECTION: Oliver M. Silsby,POLITICAL SECTION: Oliver M. Silsby,POLITICAL SECTION, Oliver M. Silsby,,Oliver,M.,Silsby,,Oliver,Oliver Silsby
ECONOMIC SECTION: Thomas D. Boyatt,ECONOMIC SECTION: Thomas D. Boyatt,ECONOMIC SECTION: Thomas D. Boyatt,ECONOMIC SECTION, Thomas D. Boyatt,,Thomas,D.,Boyatt,,Thomas,Thomas Boyatt
AMBASSADOR: C. Vaughan Ferguson Jr.,AMBASSADOR: C. Vaughan Ferguson Jr.,AMBASSADOR: C. Vaughan Ferguson Jr.,AMBASSADOR, C. Vaughan Ferguson Jr.,,C.,Vaughan,Ferguson,Jr.,Vaughan,Vaughan Ferguson
DEPUTY CHIEF OF MISSION: Robert Eisenberg,DEPUTY CHIEF OF MISSION: Robert Eisenberg,DEPUTY CHIEF OF MISSION: Robert Eisenberg,DEPUTY CHIEF OF MISSION, Robert Eisenberg,,Robert,,Eisenberg,,Robert,Robert Eisenberg
POLITICAL SECTION: James P. Sullivan,POLITICAL SECTION: James P. Sullivan,POLITICAL SECTION: James P. Sullivan,POLITICAL SECTION, James P. Sullivan,,James,P.,Sullivan,,James,James Sullivan
ECONOMIC SECTION: Philip B. Bergfield,ECONOMIC SECTION: Philip B. Bergfield,ECONOMIC SECTION: Philip B. Bergfield,ECONOMIC SECTION, Philip B. Bergfield,,Philip,B.,Bergfield,,Philip,Philip Bergfield
AMBASSADOR: Sam P. Gilstrap,AMBASSADOR: Sam P. Gilstrap,AMBASSADOR: Sam P. Gilstrap,AMBASSADOR, Sam P. Gilstrap,,Sam,P.,Gilstrap,,Sam,Sam Gilstrap
ECONOMIC SECTION: Alvin T. Slemons,ECONOMIC SECTION: Alvin T. Slemons,ECONOMIC SECTION: Alvin T. Slemons,ECONOMIC SECTION, Alvin T. Slemons,,Alvin,T.,Slemons,,Alvin,Alvin Slemons
AMBASSADOR: James D. Bell,AMBASSADOR: James D. Bell,AMBASSADOR: James D. Bell,AMBASSADOR, James D. Bell,,James,D.,Bell,,James,James Bell
DEPUTY CHIEF OF MISSION: Donald B. McCue,DEPUTY CHIEF OF MISSION: Donald B. McCue,DEPUTY CHIEF OF MISSION: Donald B. McCue,DEPUTY CHIEF OF MISSION, Donald B. McCue,,Donald,B.,McCue,,Donald,Donald McCue
POLITICAL SECTION: Robert W. Moore,POLITICAL SECTION: Robert W. Moore,POLITICAL SECTION: Robert W. Moore,POLITICAL SECTION, Robert W. Moore,,Robert,W.,Moore,,Robert,Robert Moore
ECONOMIC SECTION: Kenneth W. Martindale,ECONOMIC SECTION: Kenneth W. Martindale,ECONOMIC SECTION: Kenneth W. Martindale,ECONOMIC SECTION, Kenneth W. Martindale,,Kenneth,W.,Martindale,,Kenneth,Kenneth Martindale
COMMERCIAL SECTION: Cornelis J. H. Goinga,COMMERCIAL SECTION: Cornelis J. H. Goinga,COMMERCIAL SECTION: Cornelis J. H. Goinga,COMMERCIAL SECTION, Cornelis J. H. Goinga,,Cornelis,J. H.,Goinga,,Cornelis,Cornelis Goinga
AGRICULTURAL ATTACHE: Larry F. Diehl,AGRICULTURAL ATTACHE: Larry F. Diehl,AGRICULTURAL ATTACHE: Larry F. Diehl,AGRICULTURAL ATTACHE, Larry F. Diehl,,Larry,F.,Diehl,,Larry,Larry Diehl
CONSUL GENERAL: John A. Lacey,CONSUL GENERAL: John A. Lacey,CONSUL GENERAL: John A. Lacey,CONSUL GENERAL, John A. Lacey,,John,A.,Lacey,,John,John Lacey
DEPUTY PRINCIPAL OFFICER: William B. Kelly,DEPUTY PRINCIPAL OFFICER: William B. Kelly,DEPUTY PRINCIPAL OFFICER: William B. Kelly,DEPUTY PRINCIPAL OFFICER, William B. Kelly,,William,B.,Kelly,,William,William Kelly
"ECONOMIC SECTION: Albert K. Ludy, Jr.","ECONOMIC SECTION: Albert K. Ludy, Jr.","ECONOMIC SECTION: Albert K. Ludy, Jr.",ECONOMIC SECTION," Albert K. Ludy, Jr.",,Albert,K.,Ludy,Jr.,Albert,Albert Ludy
COMMERCIAL SECTION: Robert A. Brown,COMMERCIAL SECTION: Robert A. Brown,COMMERCIAL SECTION: Robert A. Brown,COMMERCIAL SECTION, Robert A. Brown,,Robert,A.,Brown,,Robert,Robert Brown
DEPUTY CHIEF OF MISSION: Bayard L. King,DEPUTY CHIEF OF MISSION: Bayard L. King,DEPUTY CHIEF OF MISSION: Bayard L. King,DEPUTY CHIEF OF MISSION, Bayard L. King,,Bayard,L.,King,,Bayard,Bayard King
POLITICAL SECTION: Robert A. Remole,POLITICAL SECTION: Robert A. Remole,POLITICAL SECTION: Robert A. Remole,POLITICAL SECTION, Robert A. Remole,,Robert,A.,Remole,,Robert,Robert Remole
ECONOMIC SECTION: Clair E. George,ECONOMIC SECTION: Clair E. George,ECONOMIC SECTION: Clair E. George,ECONOMIC SECTION, Clair E. George,,Clair,E.,George,,Clair,Clair George
POLITICAL SECTION: Robert J. Allen,POLITICAL SECTION: Robert J. Allen,POLITICAL SECTION: Robert J. Allen,POLITICAL SECTION, Robert J. Allen,,Robert,J.,Allen,,Robert,Robert Allen
AMBASSADOR: Fulton Freeman,AMBASSADOR: Fulton Freeman,AMBASSADOR: Fulton Freeman,AMBASSADOR, Fulton Freeman,,Fulton,,Freeman,,Fulton,Fulton Freeman
DEPUTY CHIEF OF MISSION: Clarence A. Boonstra,DEPUTY CHIEF OF MISSION: Clarence A. Boonstra,DEPUTY CHIEF OF MISSION: Clarence A. Boonstra,DEPUTY CHIEF OF MISSION, Clarence A. Boonstra,,Clarence,A.,Boonstra,,Clarence,Clarence Boonstra
POLITICAL SECTION: Wallace N. Stuart,POLITICAL SECTION: Wallace N. Stuart,POLITICAL SECTION: Wallace N. Stuart,POLITICAL SECTION, Wallace N. Stuart,,Wallace,N.,Stuart,,Wallace,Wallace Stuart
COMMERCIAL SECTION: Douglass K. Ballentine,COMMERCIAL SECTION: Douglass K. Ballentine,COMMERCIAL SECTION: Douglass K. Ballentine,COMMERCIAL SECTION, Douglass K. Ballentine,,Douglass,K.,Ballentine,,Douglass,Douglass Ballentine
AGRICULTURAL ATTACHE: Henry Hopp,AGRICULTURAL ATTACHE: Henry Hopp,AGRICULTURAL ATTACHE: Henry Hopp,AGRICULTURAL ATTACHE, Henry Hopp,,Henry,,Hopp,,Henry,Henry Hopp
CONSULATE GENERAL: Guadalajara,CONSULATE GENERAL: Guadalajara,CONSULATE GENERAL: Guadalajara,CONSULATE GENERAL, Guadalajara,,Guadalajara,,,,Guadalajara,Guadalajara 
CONSUL GENERAL: Thomas H. Linthicum,CONSUL GENERAL: Thomas H. Linthicum,CONSUL GENERAL: Thomas H. Linthicum,CONSUL GENERAL, Thomas H. Linthicum,,Thomas,H.,Linthicum,,Thomas,Thomas Linthicum
DEPUTY PRINCIPAL OFFICER: Walter E. Kneeland,DEPUTY PRINCIPAL OFFICER: Walter E. Kneeland,DEPUTY PRINCIPAL OFFICER: Walter E. Kneeland,DEPUTY PRINCIPAL OFFICER, Walter E. Kneeland,,Walter,E.,Kneeland,,Walter,Walter Kneeland
CONSULATE GENERAL: Monterrey,CONSULATE GENERAL: Monterrey,CONSULATE GENERAL: Monterrey,CONSULATE GENERAL, Monterrey,,Monterrey,,,,Monterrey,Monterrey 
CONSUL GENERAL: Richard A. Johnson,CONSUL GENERAL: Richard A. Johnson,CONSUL GENERAL: Richard A. Johnson,CONSUL GENERAL, Richard A. Johnson,,Richard,A.,Johnson,,Richard,Richard Johnson
COMMERCIAL SECTION: Wesley D. Boles,COMMERCIAL SECTION: Wesley D. Boles,COMMERCIAL SECTION: Wesley D. Boles,COMMERCIAL SECTION, Wesley D. Boles,,Wesley,D.,Boles,,Wesley,Wesley Boles
CONSULATE GENERAL: Tijuana,CONSULATE GENERAL: Tijuana,CONSULATE GENERAL: Tijuana,CONSULATE GENERAL, Tijuana,,Tijuana,,,,Tijuana,Tijuana 
CONSUL GENERAL: John F. Killea,CONSUL GENERAL: John F. Killea,CONSUL GENERAL: John F. Killea,CONSUL GENERAL, John F. Killea,,John,F.,Killea,,John,John Killea
DEPUTY PRINCIPAL OFFICER: Alfred Schelp,DEPUTY PRINCIPAL OFFICER: Alfred Schelp,DEPUTY PRINCIPAL OFFICER: Alfred Schelp,DEPUTY PRINCIPAL OFFICER, Alfred Schelp,,Alfred,,Schelp,,Alfred,Alfred Schelp
DEPUTY CHIEF OF MISSION: Lewis D. Brown,DEPUTY CHIEF OF MISSION: Lewis D. Brown,DEPUTY CHIEF OF MISSION: Lewis D. Brown,DEPUTY CHIEF OF MISSION, Lewis D. Brown,,Lewis,D.,Brown,,Lewis,Lewis Brown
"POLITICAL SECTION: William R. Crawford, Jr.","POLITICAL SECTION: William R. Crawford, Jr.","POLITICAL SECTION: William R. Crawford, Jr.",POLITICAL SECTION," William R. Crawford, Jr.",,William,R.,Crawford,Jr.,William,William Crawford
ECONOMIC SECTION: Edward A. Dow,ECONOMIC SECTION: Edward A. Dow,ECONOMIC SECTION: Edward A. Dow,ECONOMIC SECTION, Edward A. Dow,,Edward,A.,Dow,,Edward,Edward Dow
AGRICULTURAL ATTACHE: W. Gordon Loveless,AGRICULTURAL ATTACHE: W. Gordon Loveless,AGRICULTURAL ATTACHE: W. Gordon Loveless,AGRICULTURAL ATTACHE, W. Gordon Loveless,,W.,Gordon,Loveless,,Gordon,Gordon Loveless
"AID MISSION DIRECTOR: Garrettson Dulin, Jr.","AID MISSION DIRECTOR: Garrettson Dulin, Jr.","AID MISSION DIRECTOR: Garrettson Dulin, Jr.",AID MISSION DIRECTOR," Garrettson Dulin, Jr.",,Garrettson,,Dulin,Jr.,Garrettson,Garrettson Dulin
CONSULATE GENERAL: Casablanca,CONSULATE GENERAL: Casablanca,CONSULATE GENERAL: Casablanca,CONSULATE GENERAL, Casablanca,,Casablanca,,,,Casablanca,Casablanca 
CONSUL GENERAL: James F. Green,CONSUL GENERAL: James F. Green,CONSUL GENERAL: James F. Green,CONSUL GENERAL, James F. Green,,James,F.,Green,,James,James Green
COMMERCIAL SECTION: Marcel van Essen,COMMERCIAL SECTION: Marcel van Essen,COMMERCIAL SECTION: Marcel van Essen,COMMERCIAL SECTION, Marcel van Essen,,Marcel,,van Essen,,Marcel,Marcel van Essen
CONSULATE GENERAL: Lourenco Marques,CONSULATE GENERAL: Lourenco Marques,CONSULATE GENERAL: Lourenco Marques,CONSULATE GENERAL, Lourenco Marques,,Lourenco,,Marques,,Lourenco,Lourenco Marques
DEPUTY PRINCIPAL OFFICER: J. Alfred La Freniere,DEPUTY PRINCIPAL OFFICER: J. Alfred La Freniere,DEPUTY PRINCIPAL OFFICER: J. Alfred La Freniere,DEPUTY PRINCIPAL OFFICER, J. Alfred La Freniere,,J.,Alfred,La Freniere,,Alfred,Alfred La Freniere
